selection_rank,appid,name,total_ratings_pos_neg,positive_ratio,steamspy_owners,v005_split,v005_model,llm6_model_used,corpus_label_12,is_core_strict_12,is_core_broad_12,is_core_maybe_12,is_review_pool_12,is_missing_llm_result,llm6_has_clear_main_protagonist,llm6_protagonist_name,llm6_protagonist_type,llm6_protagonist_confidence_0_3,primary_archetype_12,secondary_archetype_12,tertiary_archetype_12,primary_archetype_12_is_valid,original_shadow_antihero_present,original_primary_was_shadow_antihero,llm6_shadow_load_0_3,shadow_load_category,archetype_12_correction_method,llm6_primary_archetype,llm6_secondary_archetype,llm6_tertiary_archetype,llm6_archetype_confidence_0_3,llm6_archetype_suitability_0_3,llm6_player_projection_0_3,llm6_narrative_complexity_0_3,llm6_suggested_include_in_final_corpus,llm6_needs_manual_review,needs_manual_review_12,llm6_evidence_basis,llm6_exclusion_reason,llm6_note,rank_bin_5000,available_terms_for_later_inspection,control_protagonist,llm6_custom_id,llm6_split_label,llm6_part_no,llm6_source_output_file
4885,1417930,Lorn's Lure,2151,0.8907484890748489,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,u,fixed_named_single,2.0,Explorer/Seeker,Hero/Warrior,Uncertain,True,True,False,0.0,low,original_primary_valid_12,Explorer/Seeker,Hero/Warrior,Shadow/Antihero,2.0,1.0,2.0,2.0,yes,False,False,metadata_inference,none,Vertical climbing exploration,1-5000,,,steam-v006-rest54mini-part_001-chunk-0078-ranks-4851-4900,,1.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_001_output.jsonl
4886,212010,Galaxy on Fire 2 Full HD,2150,0.7613953488372093,"200,000 .. 500,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,u,fixed_named_single,2.0,Explorer/Seeker,Hero/Warrior,Rebel/Outlaw,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Hero/Warrior,Rebel/Outlaw,2.0,1.0,2.0,2.0,yes,False,False,general_knowledge,none,Space pilot campaign,1-5000,,,steam-v006-rest54mini-part_001-chunk-0078-ranks-4851-4900,,1.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_001_output.jsonl
4890,440540,Ara Fell: Enhanced Edition,2147,0.9417792268281324,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,u,fixed_named_single,2.0,Innocent,Everyman/Orphan,Explorer/Seeker,True,False,False,0.0,none,original_primary_valid_12,Innocent,Everyman/Orphan,Explorer/Seeker,2.0,1.0,2.0,2.0,yes,False,False,general_knowledge,none,Village girl JRPG,1-5000,,,steam-v006-rest54mini-part_001-chunk-0078-ranks-4851-4900,,1.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_001_output.jsonl
4893,757300,Truberbrook / Trüberbrook,2146,0.7260018639328985,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,u,fixed_named_single,2.0,Everyman/Orphan,Explorer/Seeker,Sage/Investigator,True,False,False,0.0,none,original_primary_valid_12,Everyman/Orphan,Explorer/Seeker,Sage/Investigator,2.0,1.0,2.0,2.0,yes,False,False,general_knowledge,none,Adventure in surreal town,1-5000,,,steam-v006-rest54mini-part_001-chunk-0078-ranks-4851-4900,,1.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_001_output.jsonl
4895,204180,Waveform,2143,0.8278114792347177,"200,000 .. 500,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,u,fixed_named_single,2.0,Creator/Artist,Hero/Warrior,Explorer/Seeker,True,False,False,0.0,none,original_primary_valid_12,Creator/Artist,Hero/Warrior,Explorer/Seeker,2.0,1.0,2.0,2.0,yes,False,False,general_knowledge,none,Rhythm/vector shooter,1-5000,,,steam-v006-rest54mini-part_001-chunk-0078-ranks-4851-4900,,1.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_001_output.jsonl
4897,2697930,Commander Quest,2142,0.7661064425770309,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,u,fixed_named_single,2.0,Ruler/Leader,Hero/Warrior,Sage/Investigator,True,False,False,0.0,none,original_primary_valid_12,Ruler/Leader,Hero/Warrior,Sage/Investigator,2.0,1.0,2.0,2.0,yes,False,False,metadata_inference,none,Commander deckbuilder,1-5000,,,steam-v006-rest54mini-part_001-chunk-0078-ranks-4851-4900,,1.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_001_output.jsonl
5303,1192640,Mosaique Neko Waifus,1868,0.9116702355460384,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,EVE,fixed_named_single,2.0,Everyman/Orphan,Jester/Trickster,Lover,True,False,False,0.0,none,original_primary_valid_12,Everyman/Orphan,Jester/Trickster,Lover,2.0,1.0,3.0,1.0,yes,False,False,general_knowledge,none,Catgirl visual novel heroine,5001-10000,,,steam-v006-rest54mini-part_001-chunk-0087-ranks-5301-5350,,1.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_001_output.jsonl
5304,1463730,Arid,1868,0.867237687366167,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,EVE,fixed_named_single,2.0,Everyman/Orphan,Explorer/Seeker,Hero/Warrior,True,False,False,0.0,none,original_primary_valid_12,Everyman/Orphan,Explorer/Seeker,Hero/Warrior,2.0,1.0,3.0,1.0,yes,False,False,general_knowledge,none,Survival girl on desert planet,5001-10000,,,steam-v006-rest54mini-part_001-chunk-0087-ranks-5301-5350,,1.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_001_output.jsonl
5316,2102520,Apex Point,1860,0.8774193548387097,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,REB,sports_or_racing_role,2.0,Rebel/Outlaw,Hero/Warrior,Everyman/Orphan,True,False,False,0.0,none,original_primary_valid_12,Rebel/Outlaw,Hero/Warrior,Everyman/Orphan,2.0,1.0,2.0,1.0,yes,False,False,general_knowledge,sports_or_racing,Drifting/racing game,5001-10000,,,steam-v006-rest54mini-part_001-chunk-0087-ranks-5301-5350,,1.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_001_output.jsonl
5324,1245540,Touhou Endless Dream,1854,0.941747572815534,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,HER,fixed_named_single,2.0,Hero/Warrior,Magician/Transformer,Explorer/Seeker,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Magician/Transformer,Explorer/Seeker,2.0,1.0,3.0,2.0,yes,False,False,general_knowledge,none,Touhou shooter dream,5001-10000,,,steam-v006-rest54mini-part_001-chunk-0087-ranks-5301-5350,,1.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_001_output.jsonl
5336,873190,ЕСТЬ ДВА СТУЛА,1843,0.8665219750406945,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,JES,fixed_named_single,2.0,Jester/Trickster,Rebel/Outlaw,Everyman/Orphan,True,False,False,0.0,none,original_primary_valid_12,Jester/Trickster,Rebel/Outlaw,Everyman/Orphan,2.0,1.0,3.0,1.0,yes,False,False,metadata_inference,none,Meme Russian comedy,5001-10000,,,steam-v006-rest54mini-part_001-chunk-0087-ranks-5301-5350,,1.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_001_output.jsonl
5346,1233550,Rocket Arena,1838,0.6158868335146899,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,HER,sports_or_racing_role,2.0,Hero/Warrior,Jester/Trickster,Ruler/Leader,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Jester/Trickster,Ruler/Leader,2.0,1.0,1.0,1.0,yes,False,False,general_knowledge,sports_or_racing,Competitive arena shooter,5001-10000,,,steam-v006-rest54mini-part_001-chunk-0087-ranks-5301-5350,,1.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_001_output.jsonl
5348,1120480,The Anacrusis,1835,0.4670299727520436,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,HER,sports_or_racing_role,2.0,Hero/Warrior,Ruler/Leader,Everyman/Orphan,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Ruler/Leader,Everyman/Orphan,2.0,1.0,1.0,1.0,yes,False,False,general_knowledge,sports_or_racing,Team shooter with characters,5001-10000,,,steam-v006-rest54mini-part_001-chunk-0087-ranks-5301-5350,,1.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_001_output.jsonl
5357,487430,KARAKARA,1830,0.9087431693989072,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,KARAKARA protagonist,fixed_named_single,2.0,Lover,Everyman/Orphan,Hero/Warrior,True,False,False,0.0,none,original_primary_valid_12,Lover,Everyman/Orphan,Hero/Warrior,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,none,Visual novel with named lead,5001-10000,,,steam-v006-rest54mini-part_001-chunk-0088-ranks-5351-5400,,1.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_001_output.jsonl
5374,1963570,Cuisineer,1825,0.7731506849315068,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Cuisineer protagonist,fixed_named_single,2.0,Caregiver/Guardian,Creator/Artist,Everyman/Orphan,True,False,False,0.0,none,original_primary_valid_12,Caregiver/Guardian,Creator/Artist,Everyman/Orphan,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,none,Named shopkeeper adventurer,5001-10000,,,steam-v006-rest54mini-part_001-chunk-0088-ranks-5351-5400,,1.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_001_output.jsonl
5387,1011670,Totally Reliable Delivery Service,1819,0.8218801539307312,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Delivery crew,fixed_ensemble,2.0,Everyman/Orphan,Jester/Trickster,Hero/Warrior,True,False,False,0.0,none,original_primary_valid_12,Everyman/Orphan,Jester/Trickster,Hero/Warrior,2.0,1.0,2.0,2.0,yes,False,False,general_knowledge,multiplayer_only_or_no_story_focus,Co-op delivery ensemble,5001-10000,,,steam-v006-rest54mini-part_001-chunk-0088-ranks-5351-5400,,1.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_001_output.jsonl
5468,695920,Super Seducer : How to Talk to Girls,1764,0.8293650793650794,"200,000 .. 500,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Player self-insert,player_avatar_weakly_defined,2.0,Rebel/Outlaw,Jester/Trickster,Lover,True,False,False,1.0,low,original_primary_valid_12,Rebel/Outlaw,Jester/Trickster,Lover,2.0,1.0,3.0,1.0,yes,False,False,general_knowledge,insufficient_information,Dating-advice comedy simulator,5001-10000,,,steam-v006-rest54mini-part_001-chunk-0090-ranks-5451-5500,,1.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_001_output.jsonl
5905,852220,Accident,1547,0.7737556561085973,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Accident,fixed_named_single,2.0,Everyman/Orphan,Explorer/Seeker,Uncertain,True,True,True,2.0,medium,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Everyman/Orphan,Explorer/Seeker,2.0,1.0,2.0,2.0,yes,False,False,metadata_inference,insufficient_information,Crash-survival character,5001-10000,,,steam-v006-rest54mini-part_001-chunk-0099-ranks-5901-5950,,1.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_001_output.jsonl
6238,496810,MegaTagmension Blanc + Neptune VS Zombies (Neptunia),1409,0.8772178850248403,"200,000 .. 500,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,MegaTagmension Blanc + Neptune VS Zombies (Neptunia),fixed_dual,2.0,Hero/Warrior,Jester/Trickster,Lover,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Jester/Trickster,Lover,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,Dual Neptunia protagonists,5001-10000,,,steam-v006-rest54mini-part_002-chunk-0005-ranks-6201-6250,,2.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_002_output.jsonl
6308,1868000,Resist the succubus—The end of the female Knight,1376,0.7587209302325582,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Resist the succubus—The end of the female Knight,fixed_named_single,2.0,Rebel/Outlaw,Hero/Warrior,Uncertain,True,True,True,3.0,high,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Rebel/Outlaw,Hero/Warrior,2.0,1.0,1.0,1.0,yes,False,False,general_knowledge,none,Adult-themed knight protagonist,5001-10000,,,steam-v006-rest54mini-part_002-chunk-0007-ranks-6301-6350,,2.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_002_output.jsonl
6347,545270,NBA Playgrounds,1363,0.7087307410124725,"200,000 .. 500,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,NBA Playgrounds,sports_or_racing_role,2.0,Hero/Warrior,Ruler/Leader,Jester/Trickster,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Ruler/Leader,Jester/Trickster,2.0,1.0,2.0,1.0,yes,False,False,general_knowledge,sports_or_racing,"Sports game, controlled athlete",5001-10000,,,steam-v006-rest54mini-part_002-chunk-0007-ranks-6301-6350,,2.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_002_output.jsonl
6610,639490,Umineko When They Cry - Answer Arcs,1261,0.956383822363204,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Umineko When They Cry - Answer Arcs,fixed_ensemble,2.0,Sage/Investigator,Magician/Transformer,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Sage/Investigator,Shadow/Antihero,Magician/Transformer,2.0,1.0,1.0,3.0,yes,False,False,general_knowledge,multiplayer_only_or_no_story_focus,Large ensemble mystery novel,5001-10000,,,steam-v006-rest54mini-part_002-chunk-0013-ranks-6601-6650,,2.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_002_output.jsonl
6684,65600,Gothic 3: Forsaken Gods Enhanced Edition,1239,0.4971751412429379,"200,000 .. 500,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Nameless hero,fixed_named_single,2.0,Rebel/Outlaw,Hero/Warrior,Uncertain,True,True,True,2.0,medium,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Rebel/Outlaw,Hero/Warrior,2.0,1.0,1.0,1.0,yes,False,False,general_knowledge,none,Gothic RPG lead,5001-10000,,,steam-v006-rest54mini-part_002-chunk-0014-ranks-6651-6700,,2.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_002_output.jsonl
7104,645790,Home Wars,1111,0.7947794779477948,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,CRE,simulator_or_management_role,2.0,Creator/Artist,Ruler/Leader,Hero/Warrior,True,False,False,0.0,none,original_primary_valid_12,Creator/Artist,Ruler/Leader,Hero/Warrior,2.0,1.0,0.0,2.0,yes,False,False,general_knowledge,simulator_or_management,Management RTS about rebuilding and defense,5001-10000,,,steam-v006-rest54mini-part_002-chunk-0023-ranks-7101-7150,,2.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_002_output.jsonl
7205,554530,CRACKHEAD,1085,0.6082949308755761,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,SHA,fixed_named_single,2.0,Rebel/Outlaw,Jester/Trickster,Uncertain,True,True,True,3.0,high,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Rebel/Outlaw,Jester/Trickster,2.0,1.0,2.0,2.0,yes,False,False,general_knowledge,none,Named violent antihero,5001-10000,,,steam-v006-rest54mini-part_002-chunk-0025-ranks-7201-7250,,2.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_002_output.jsonl
7303,2383990,Ghostbusters: Spirits Unleashed Ecto Edition,1055,0.9109004739336491,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Ghostbusters: Spirits Unleashed Ecto Edition,fixed_ensemble,2.0,Hero/Warrior,Jester/Trickster,Sage/Investigator,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Jester/Trickster,Sage/Investigator,2.0,1.0,2.0,1.0,yes,False,False,general_knowledge,multiplayer_only_or_no_story_focus,Team-based Ghostbusters play,5001-10000,,,steam-v006-rest54mini-part_002-chunk-0027-ranks-7301-7350,,2.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_002_output.jsonl
7305,966430,Neverinth,1054,0.6888045540796964,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Neverinth,fixed_named_single,2.0,Hero/Warrior,Magician/Transformer,Uncertain,True,True,False,2.0,medium,original_primary_valid_12,Hero/Warrior,Shadow/Antihero,Magician/Transformer,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,none,Female warrior through mythic trials,5001-10000,,,steam-v006-rest54mini-part_002-chunk-0027-ranks-7301-7350,,2.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_002_output.jsonl
7306,1086410,Golf Around!,1054,0.944022770398482,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Golf Around!,sports_or_racing_role,3.0,Jester/Trickster,Everyman/Orphan,Creator/Artist,True,False,False,0.0,none,original_primary_valid_12,Jester/Trickster,Everyman/Orphan,Creator/Artist,2.0,1.0,3.0,1.0,yes,False,False,general_knowledge,sports_or_racing,"Sports role, golf avatar",5001-10000,,,steam-v006-rest54mini-part_002-chunk-0027-ranks-7301-7350,,2.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_002_output.jsonl
7307,1681160,Piratopia,1054,0.8406072106261859,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Piratopia,strategy_or_systemic_role,2.0,Ruler/Leader,Rebel/Outlaw,Explorer/Seeker,True,False,False,0.0,none,original_primary_valid_12,Ruler/Leader,Rebel/Outlaw,Explorer/Seeker,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,pure_strategy_or_systemic_role,Strategy game with faction control,5001-10000,,,steam-v006-rest54mini-part_002-chunk-0027-ranks-7301-7350,,2.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_002_output.jsonl
7308,340070,Battle Ranch: Pigs vs Plants,1053,0.4938271604938271,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Battle Ranch: Pigs vs Plants,simulator_or_management_role,2.0,Jester/Trickster,Rebel/Outlaw,Ruler/Leader,True,False,False,0.0,none,original_primary_valid_12,Jester/Trickster,Rebel/Outlaw,Ruler/Leader,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,simulator_or_management,Arcade defense sim-like play,5001-10000,,,steam-v006-rest54mini-part_002-chunk-0027-ranks-7301-7350,,2.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_002_output.jsonl
7310,492230,Space Hulk: Tactics (Classic),1052,0.6416349809885932,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Space Hulk: Tactics (Classic),strategy_or_systemic_role,3.0,Ruler/Leader,Hero/Warrior,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Ruler/Leader,Hero/Warrior,Shadow/Antihero,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,pure_strategy_or_systemic_role,"Squad tactics, commander role",5001-10000,,,steam-v006-rest54mini-part_002-chunk-0027-ranks-7301-7350,,2.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_002_output.jsonl
7312,855010,270 | Two Seventy US Election,1052,0.7557034220532319,"200,000 .. 500,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,270 | Two Seventy US Election,simulator_or_management_role,3.0,Ruler/Leader,Rebel/Outlaw,Sage/Investigator,True,False,False,0.0,none,original_primary_valid_12,Ruler/Leader,Rebel/Outlaw,Sage/Investigator,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,simulator_or_management,Election strategy management,5001-10000,,,steam-v006-rest54mini-part_002-chunk-0027-ranks-7301-7350,,2.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_002_output.jsonl
7314,1726130,Pathless Woods,1052,0.7908745247148289,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Pathless Woods,fixed_named_single,2.0,Explorer/Seeker,Everyman/Orphan,Creator/Artist,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Everyman/Orphan,Creator/Artist,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Survival exploration protagonist,5001-10000,,,steam-v006-rest54mini-part_002-chunk-0027-ranks-7301-7350,,2.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_002_output.jsonl
7316,322680,BLACKHOLE,1051,0.857278782112274,"200,000 .. 500,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,BLACKHOLE,fixed_named_single,2.0,Hero/Warrior,Sage/Investigator,Explorer/Seeker,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Sage/Investigator,Explorer/Seeker,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,none,Named crewman in time-bending platformer,5001-10000,,,steam-v006-rest54mini-part_002-chunk-0027-ranks-7301-7350,,2.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_002_output.jsonl
7317,469790,Linelight,1051,0.966698382492864,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Linelight,silent_fixed_protagonist,2.0,Sage/Investigator,Explorer/Seeker,Creator/Artist,True,False,False,0.0,none,original_primary_valid_12,Sage/Investigator,Explorer/Seeker,Creator/Artist,2.0,1.0,1.0,1.0,yes,False,False,general_knowledge,none,Abstract silent puzzle avatar,5001-10000,,,steam-v006-rest54mini-part_002-chunk-0027-ranks-7301-7350,,2.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_002_output.jsonl
