a,h,pn,pt,pc,p,s,t,ac,su,sh,pp,nc,inc,ex,mr,eb,note,custom_id,split_label
1462040,y,Cloud Strife,fns,3,HER,SHA,EVE,3,3,2,1,3,y,none,False,g,Traumatized mercenary turned protector,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
554620,y,Chloe Price,fns,3,REB,LOV,EVE,3,3,2,1,3,y,none,False,g,Grieving teen rebel seeks connection,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
113400,n,,nop,2,NA,NA,NA,0,0,1,3,0,n,multi,False,g,"Online cops-criminals sandbox, no lead",steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
787480,y,Phoenix Wright,fns,3,SAG,HER,EVE,3,3,0,0,3,y,none,False,g,Lawyer-investigator trilogy protagonist.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
418240,y,Blades team,fen,3,HER,SAG,SHA,2,2,1,0,2,m,multi,False,g,Fixed stealth ensemble.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
236870,y,Agent 47,fns,3,SHA,SAG,REB,3,3,3,0,2,y,none,False,g,Iconic assassin antihero.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
223750,n,,sim,3,NA,NA,NA,3,0,0,3,0,n,sim,False,g,Combat flight simulator.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
24960,y,Preston Marlowe,fns,2,HER,EVE,REB,2,2,1,1,2,m,none,False,g,Campaign soldier in squad.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
2021910,n,,nop,3,NA,NA,NA,3,0,0,2,0,n,nop,False,g,Chess combat pieces only.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
1971870,y,Mortal Kombat fighters,fen,2,HER,MAG,RUL,2,2,2,0,2,m,multi,False,g,Story roster ensemble.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
1296830,y,Bi-an,fns,2,HER,EXP,SHA,2,2,1,1,2,m,none,False,g,Roguelite warrior protagonist.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
207140,n,,spr,3,NA,NA,NA,3,0,0,2,0,n,spr,False,g,Competitive racing characters.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
1557740,n,,nop,3,NA,NA,NA,3,0,0,2,0,n,nop,False,g,Abstract multiplayer duels.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
1244460,n,,sim,3,NA,NA,NA,3,0,0,2,1,n,sim,False,g,Park management simulation.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
532210,y,Sean Diaz,fns,3,CAR,EVE,EXP,3,3,0,1,3,y,none,False,g,Brother-protector road story.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
438040,u,Player adventurer,pav,1,HER,JES,EXP,1,1,0,3,1,m,unk,True,m,Weak MMO avatar.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
2321470,y,Dwarf survivor,pav,2,HER,EXP,EVE,2,1,0,3,0,m,none,False,g,Class-based solo dwarf.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
657200,n,,sim,3,NA,NA,NA,3,0,0,3,0,n,sim,False,g,Physics hand simulator.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
447530,y,Jill Stingray,fns,3,EVE,CAR,LOV,3,3,1,0,3,y,none,False,g,Bartender character drama.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
334230,n,,nop,3,NA,NA,NA,3,0,0,2,0,n,nop,False,g,Social deduction roles.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
8500,u,Capsuleer,pav,1,UNC,UNC,UNC,1,0,1,3,1,n,sys,True,g,Sandbox MMO avatar.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
12200,y,Jimmy Hopkins,fns,3,REB,EVE,HER,3,3,2,0,2,y,none,False,g,Rebellious school antihero.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
265630,n,,nop,3,NA,NA,NA,3,0,0,2,0,n,nop,False,g,Multiplayer western shooter.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
1119730,n,,sim,3,NA,NA,NA,3,0,0,3,0,n,sim,False,g,Ranch management sandbox.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
1562700,y,Veteran,frs,2,HER,CAR,SHA,2,3,2,1,3,y,none,False,g,Vengeful father-soldier.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
383980,n,,nop,3,NA,NA,NA,3,0,0,2,1,n,multi,False,g,"Fighting roster, no lead.",steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
704850,y,Thief,frs,2,REB,SAG,SHA,2,1,2,3,1,m,none,False,g,Role-defined criminal avatar.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
239820,n,,sim,3,NA,NA,NA,3,0,0,3,0,n,sim,False,g,Company management sim.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
823500,y,Arthur Ford,fns,3,EXP,SAG,SHA,2,2,1,2,2,m,none,False,g,VR researcher entering MythOS.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
250320,y,Bigby Wolf,fns,3,SAG,SHA,CAR,3,3,3,0,3,y,none,False,g,Detective with monstrous past.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
475150,y,Custom hero,cbd,2,HER,EXP,MAG,2,2,0,3,1,m,none,False,g,Mythic customizable champion.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
40800,y,Meat Boy,nfx,3,LOV,HER,INN,3,2,0,0,1,y,none,False,g,Nonhuman rescuer lover.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
10500,n,,sys,3,NA,NA,NA,3,0,0,2,1,n,sys,False,g,Faction strategy control.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
266840,n,,sys,2,NA,NA,NA,3,0,0,2,2,n,sys,False,g,RTS campaigns lack single lead.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
824270,n,,nop,3,NA,NA,NA,3,0,0,1,0,n,nop,False,g,Aim trainer utility.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
1135690,y,Unseen woman,frs,2,EVE,CRE,EXP,2,3,0,2,3,y,none,False,g,Life inferred through unpacking.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
992300,y,Yejin,fns,2,HER,REB,SHA,2,2,2,1,2,m,none,True,g,Martial action hero.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
1134570,n,,spr,3,NA,NA,NA,3,0,0,3,1,n,spr,False,g,Formula racing game.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
325610,n,,sys,3,NA,NA,NA,3,0,0,2,1,n,sys,False,g,Empire strategy control.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
1241100,n,,nop,3,NA,NA,NA,3,0,0,2,0,n,nop,False,g,Multiplayer shooter avatars.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
326460,n,,nop,3,NA,NA,NA,3,0,0,2,0,n,nop,False,g,Tank artillery matches.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
485510,y,William Adams,fns,3,HER,EXP,MAG,3,3,1,0,2,y,none,False,g,Fixed samurai yokai hunter.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
10190,y,Task Force soldiers,fen,3,HER,CAR,SHA,2,2,1,1,2,m,multi,False,g,Multiple campaign soldiers.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
2679460,y,Royal candidate,cbd,3,HER,RUL,EXP,3,3,0,2,3,y,none,False,g,Named-by-player political hero.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
740130,y,Alphen,fns,3,HER,REB,EVE,3,3,1,0,3,y,none,False,g,Amnesiac liberator hero.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
1282730,y,The Hero,frs,3,HER,CRE,EXP,2,2,0,1,2,y,none,False,g,Hero rebuilds erased world.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
638230,y,Traveler,sfx,3,EXP,INN,MAG,3,3,0,2,2,y,none,False,g,Silent pilgrim seeker.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
1256670,y,Angela and Roland,fdu,3,EXP,SHA,SAG,2,3,3,0,3,y,none,False,g,Dual library leads.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
434570,n,,nop,2,NA,NA,NA,3,0,0,2,0,n,nop,False,g,Comedic wave shooter.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
844870,y,Custom Chaser,cbd,2,HER,REB,EXP,2,1,1,3,1,m,none,True,g,Anime action MMO avatar.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
1922560,n,,nop,3,NA,NA,NA,3,0,0,2,0,n,multi,False,g,Class shooter factions.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
57300,y,Daniel,fns,3,EVE,SAG,SHA,3,3,3,1,3,y,none,False,g,Amnesiac horror survivor.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
997070,y,Avengers,fen,3,HER,INN,CAR,2,2,1,0,2,m,multi,False,g,Superhero ensemble campaign.,steam-v005-top1000-55-chunk-00013-ranks-601-650,top1000_55
110800,y,Cole Phelps,fns,3,SAG,HER,SHA,3,3,2,1,3,y,none,False,g,Detective war veteran probes corrupt Los Angeles.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
939400,u,player lovers,pav,1,LOV,EVE,UNC,2,1,0,3,1,m,multi,True,m,"Romance choice vignettes, weak protagonist continuity.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
555570,n,,nop,0,NA,NA,NA,0,0,0,2,0,n,multi,False,g,Multiplayer zombie survival sandbox.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
2406770,n,,nop,0,NA,NA,NA,0,0,0,1,0,n,multi,False,g,Tactical multiplayer shooter without narrative lead.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
1483870,n,,nop,0,NA,NA,NA,0,0,0,0,0,n,nop,False,g,"Party drawing game, no protagonist.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
1657630,y,Beatrix LeBeau,fns,3,EXP,CAR,INN,3,3,0,1,2,y,none,False,g,Adventurous rancher explores Rainbow Island.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
2300320,n,,sim,0,NA,NA,NA,0,0,0,2,0,n,sim,False,g,"Farming simulator role, no narrative lead.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
640820,y,custom baron,cbd,3,RUL,HER,EXP,3,3,1,3,3,y,none,False,g,Custom adventurer becomes ruler of Stolen Lands.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
4700,n,,sys,0,NA,NA,NA,0,0,0,1,0,n,sys,False,g,Player controls historical factions and armies.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
1817230,y,Chai,fns,3,REB,CRE,HER,3,3,0,1,2,y,none,False,g,Wannabe rockstar rebels against corporate villains.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
535930,n,,sim,0,NA,NA,NA,0,0,0,1,0,n,sim,False,g,"Hospital management sim, no main protagonist.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
1235140,y,Ichiban Kasuga,fns,3,EVE,HER,INN,3,3,1,1,3,y,none,False,g,Idealistic ex-yakuza underdog seeks belonging.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
383120,n,,nop,0,NA,NA,NA,0,0,0,2,0,n,nop,False,g,Open survival sandbox with weak avatar.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
1677280,n,,sys,0,NA,NA,NA,0,0,0,1,0,n,sys,False,g,"RTS army command, no single lead.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
597170,y,robot contestant,nfx,2,EVE,HER,REB,2,2,0,2,1,m,none,True,g,Human mind in robot gladiator body.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
1213210,n,,sys,0,NA,NA,NA,0,0,0,1,0,n,sys,False,g,Classic RTS faction command.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
47890,n,,sim,0,NA,NA,NA,0,0,0,3,0,n,sim,False,g,Life simulation with user-created households.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
371660,y,Takkar,fns,3,HER,RUL,EXP,3,3,1,1,2,y,none,False,g,Wenja warrior unites and protects tribe.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
955050,y,Shelia,fns,3,HER,MAG,SAG,2,2,1,1,1,y,none,False,g,Agent fights supernatural military threat.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
274940,n,,nop,0,NA,NA,NA,0,0,0,1,0,n,multi,False,g,Asymmetric multiplayer divers versus sharks.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
2231380,y,Nomad,cbd,3,HER,RUL,SAG,2,2,1,3,2,y,none,False,g,Custom Ghost leader survives hostile island.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
8980,y,Vault Hunters,fen,3,EXP,REB,SHA,2,2,2,2,2,y,none,False,g,Playable treasure hunters seek the Vault.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
939960,y,Security Captain,cbd,3,HER,EXP,CAR,2,2,1,3,2,y,none,False,g,Custom captain helps rebuild Hope County.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
105450,n,,sys,0,NA,NA,NA,0,0,0,1,0,n,sys,False,g,RTS civilization control despite campaign characters.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
1859910,y,Zhao Huo,fns,2,EVE,HER,LOV,2,2,1,1,2,m,none,True,m,Wuxia underdog disciple pursues martial fate.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
2878980,n,,spr,0,NA,NA,NA,0,0,0,2,0,n,spr,False,g,"Sports team/player modes, no fixed protagonist.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
641990,y,custom inmate,pav,2,REB,EXP,EVE,2,2,1,3,1,m,none,False,g,Player inmate plots prison escapes.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
417860,y,unnamed friend,pav,2,LOV,EVE,INN,2,2,0,3,2,y,none,False,g,Chatroom avatar navigates adolescent longing.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
202990,y,Mason ensemble,fen,3,HER,SHA,REB,2,3,2,1,3,y,none,False,g,Multiple soldiers across conspiratorial campaign.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
2212330,n,,nop,0,NA,NA,NA,0,0,0,1,0,n,multi,False,g,Fighting sandbox lacks narrative protagonist.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
257510,y,android child,nfx,3,SAG,EXP,MAG,3,3,0,2,3,y,none,False,g,Android seeker solves philosophical simulations.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
380,y,Gordon Freeman,sfx,3,HER,EXP,SAG,3,3,0,2,2,y,none,False,g,Silent scientist hero escapes Combine city.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
1100600,n,,spr,0,NA,NA,NA,0,0,0,2,0,n,spr,False,g,"Sports management role, no narrative protagonist.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
32370,y,Revan,cbd,3,HER,SHA,EXP,3,3,3,3,3,y,none,False,g,Custom Jedi with hidden dark past.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
1062090,n,,sys,0,NA,NA,NA,0,0,0,1,0,n,sys,False,g,"Beaver colony builder, systemic control.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
261030,y,Clementine,fns,3,EVE,CAR,HER,3,3,1,1,3,y,none,False,g,Young survivor protects herself and others.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
1359090,n,,nop,0,NA,NA,NA,0,0,0,1,0,n,multi,False,g,Tactical multiplayer FPS without story lead.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
299740,n,,nop,0,NA,NA,NA,0,0,0,2,0,n,nop,False,g,"Online survival sandbox, weak avatar.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
637090,y,mercenary commander,cbd,2,RUL,HER,REB,2,2,1,3,2,m,none,True,g,Custom commander leads mercenary mech company.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
394510,u,Helldiver,frs,1,HER,JES,REB,2,1,1,2,1,m,multi,True,g,"Satirical expendable soldiers, weak individual lead.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
1336490,n,,sys,0,NA,NA,NA,0,0,0,1,0,n,sys,False,g,Roguelite city builder as royal viceroy.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
2322010,y,Kratos and Atreus,fdu,3,HER,CAR,EXP,3,3,2,1,3,y,none,False,g,Father and son confront fate and war.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
42910,y,wizard,frs,2,MAG,JES,HER,2,2,0,2,1,m,none,False,g,Chaotic robed wizard comedy adventure.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
1366800,n,,nop,0,NA,NA,NA,0,0,0,0,0,n,other,False,g,"Utility software, not protagonist fiction.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
225840,n,,nop,0,NA,NA,NA,0,0,0,1,0,n,multi,False,g,Co-op mod with no single lead.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
942970,y,acoustic detective,frs,2,SAG,EXP,EVE,3,2,0,2,2,y,none,False,g,Listener reconstructs crimes through audio evidence.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
427410,y,GATE scientist,cbd,2,SAG,EXP,EVE,2,2,0,3,2,m,none,False,g,Custom scientist survives paranormal facility disaster.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
1144400,y,Masaomi Arichi,fns,3,LOV,EVE,HER,2,2,0,2,2,y,none,False,g,Romance VN protagonist tied to sacred sword.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
393420,n,,nop,0,NA,NA,NA,0,0,0,2,0,n,nop,False,g,"Survival sandbox, no narrative main character.",steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
1449690,y,Telltale survivors,fen,3,CAR,EVE,HER,3,3,2,1,3,y,none,False,g,Series ensemble led by Lee and Clementine.,steam-v005-top1000-55-chunk-00014-ranks-651-700,top1000_55
1268750,u,Federation trooper,pav,1,HER,EVE,UNC,1,1,1,3,1,m,multi,True,g,Co-op generic Mobile Infantry soldier.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
280790,n,,nop,3,NA,NA,NA,3,0,0,3,0,n,nop,False,g,Sandbox avatar without defined narrative.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
2208920,y,Eivor Varinsdottir,cbd,3,HER,REB,RUL,3,3,1,2,3,y,none,False,g,Defined Viking raider and clan leader.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
41700,y,Alexander Degtyarev,fns,3,SAG,EXP,HER,3,3,1,1,2,y,none,False,g,Major investigating Zone helicopter crashes.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
7670,y,Jack,sfx,3,EVE,EXP,SHA,3,3,2,2,3,y,none,False,g,Silent outsider discovers manipulated identity.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
1876890,y,Yuwen Yi,fns,3,EXP,HER,INN,2,3,0,1,2,y,none,False,g,Young swordsman grows through wuxia journey.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
209160,y,Logan Walker,sfx,3,HER,CAR,EVE,3,2,1,2,2,y,none,False,g,Silent soldier protecting family and nation.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
460920,n,,spr,3,NA,NA,NA,3,0,0,2,0,n,spr,False,g,"Extreme sports sandbox, no protagonist.",steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
1254120,n,,nop,2,NA,NA,NA,3,0,0,3,1,n,multi,False,g,MMO avatar lacks clear protagonist.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
2186680,y,Rogue Trader,cbd,3,RUL,EXP,SHA,3,3,2,3,3,y,none,False,g,Custom Lord Captain commands void dynasty.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
1874880,n,,sim,3,NA,NA,NA,3,0,0,3,0,n,sim,False,g,"Military sandbox platform, no narrative lead.",steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
237930,y,Red,fns,3,CRE,LOV,HER,3,3,1,1,3,y,none,False,g,Singer fights with lover's talking sword.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
1703340,y,Stanley,fns,3,EVE,REB,INN,3,3,1,2,3,y,none,False,g,Ordinary office worker defies narration.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
413410,y,Makoto Naegi,fns,3,SAG,INN,EVE,3,3,0,1,3,y,none,False,g,Hopeful student investigates killing game.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
55150,y,Captain Titus,fns,3,HER,CAR,RUL,3,3,1,0,2,y,none,False,g,Ultramarine captain defends Forge World.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
427730,n,,nop,3,NA,NA,NA,3,0,0,2,0,n,multi,False,g,"Asymmetric comedy roles, no stable protagonist.",steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
268050,y,Sebastian Castellanos,fns,3,SAG,HER,SHA,3,3,2,1,3,y,none,False,g,Detective survives psychological horror nightmare.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
517630,y,Rico Rodriguez,fns,3,REB,HER,JES,3,3,1,1,2,y,none,False,g,Chaotic revolutionary topples dictatorship.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
2273430,n,,nop,2,NA,NA,NA,3,0,1,2,1,n,nop,True,g,Roster roguelite lacks single narrative lead.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
1030830,y,Vito Scaletta,fns,3,SHA,REB,EVE,3,3,3,1,3,y,none,False,g,Immigrant veteran becomes mob antihero.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
1189630,y,Wuxia student,cbd,2,HER,EXP,INN,2,2,0,3,2,m,none,True,g,Custom martial student in academy story.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
738060,u,Pizzeria manager,unc,1,UNC,UNC,UNC,1,1,2,2,3,m,unk,True,g,Lore identity ambiguous behind management frame.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
493490,n,,sim,3,NA,NA,NA,3,0,0,2,0,n,sim,False,g,Driving simulator with no narrative protagonist.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
2378900,y,Andy and Leyley,fdu,3,SHA,LOV,REB,3,3,3,0,3,y,none,False,g,Codependent siblings descend into crime.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
1049410,y,Dream therapy patient,frs,2,EXP,SAG,INN,2,2,0,3,2,m,none,False,g,Anonymous patient navigates perception therapy.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
905370,n,,nop,2,NA,NA,NA,3,0,0,3,1,n,multi,False,g,"MMO warlord avatar, no defined protagonist.",steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
625960,u,Mercenary adventurer,pav,1,EVE,HER,EXP,1,1,2,3,1,m,unk,True,g,Roguelike mercenary role weakly defined.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
582500,y,Two explorers,fdu,2,EXP,SAG,EVE,2,2,0,3,1,m,multi,False,g,Co-op explorers solve castle puzzles.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
220440,y,Dante,fns,3,REB,HER,SHA,3,3,2,1,2,y,none,False,g,Demon-hunting punk rebels against oppression.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
1392820,y,Unnamed girl,frs,3,INN,SHA,EVE,3,3,2,1,2,y,none,False,g,Vulnerable girl struggles with perception.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
2475490,y,Jimmy,fns,3,SHA,EVE,SAG,3,3,3,1,3,y,none,False,g,Unreliable crewman in psychological horror.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
1190000,n,,sim,3,NA,NA,NA,3,0,0,2,0,n,sim,False,g,"Mechanic simulator, no narrative protagonist.",steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
569480,n,,sys,3,NA,NA,NA,3,0,0,1,0,n,sys,False,g,City-building kingdom management role.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
1659420,y,Nathan and Chloe,fen,3,EXP,HER,REB,3,2,1,1,3,y,multi,False,g,Collection spans multiple treasure-hunting leads.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
368500,y,Jacob and Evie Frye,fdu,3,REB,HER,SAG,3,3,1,1,3,y,none,False,g,Twin Assassins liberate industrial London.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
248820,n,,nop,3,NA,NA,NA,3,0,1,2,0,n,nop,False,g,"Selectable survivors, minimal protagonist narrative.",steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
337320,n,,nop,3,NA,NA,NA,3,0,2,2,0,n,nop,False,g,Scenario brawler lacks defined lead.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
954850,n,,sim,3,NA,NA,NA,3,0,0,1,0,n,sim,False,g,"Space program simulator, systemic control.",steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
1284410,n,,nop,3,NA,NA,NA,3,0,0,1,0,n,nop,False,g,"Competitive card game, no protagonist.",steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
1527950,n,,sys,2,NA,NA,NA,3,0,1,2,1,n,sys,False,g,Player manages mercenary company.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
622650,y,Henry Stein,fns,3,SAG,EXP,CRE,3,3,1,2,2,y,none,False,g,Animator investigates corrupted studio.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
488790,y,The New Kid,cbd,3,JES,HER,REB,3,3,1,3,2,y,none,False,g,Custom child superhero in satire.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
12110,y,Tommy Vercetti,fns,3,REB,SHA,RUL,3,3,3,1,2,y,none,False,g,Mobster rises to criminal ruler.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
1252330,y,Colt Vahn,fns,3,REB,SAG,SHA,3,3,2,1,3,y,none,False,g,Amnesiac assassin breaks time loop.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
960170,n,,nop,3,NA,NA,NA,3,0,0,1,0,n,nop,False,g,Rhythm game without narrative lead.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
444640,n,,sys,3,NA,NA,NA,3,0,0,1,0,n,sys,False,g,"Tower defense battles, systemic player role.",steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
373420,y,Source Hunters,cbd,3,SAG,HER,MAG,3,3,1,3,3,y,none,False,g,Custom investigators hunt dangerous magic.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
1262580,y,"Tyler, Mac, Jess",fen,3,REB,HER,EVE,2,2,1,1,2,y,spr,False,g,Racing crew seeks revenge.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
