appid,llm5_has_clear_main_protagonist,llm5_protagonist_name,llm5_protagonist_type,llm5_protagonist_confidence_0_3,llm5_primary_archetype,llm5_secondary_archetype,llm5_tertiary_archetype,llm5_archetype_confidence_0_3,llm5_archetype_suitability_0_3,llm5_shadow_load_0_3,llm5_player_projection_0_3,llm5_narrative_complexity_0_3,llm5_suggested_include_in_final_corpus,llm5_exclusion_reason,llm5_needs_manual_review,llm5_evidence_basis,llm5_note,llm5_custom_id,llm5_split_label,llm5_model_used
393380,no,Squad,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Tactical multiplayer without protagonist,steam-v005-top1000-55-chunk-00002-ranks-51-100,top1000_55,gpt-5.5
294100,no,RimWorld,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,3,0,0,0,2,no,simulator_or_management,False,general_knowledge,"Colony management storyteller, no single lead",steam-v005-top1000-55-chunk-00002-ranks-51-100,top1000_55,gpt-5.5
379720,yes,Doom Slayer,silent_fixed_protagonist,3,Hero/Warrior,Shadow/Antihero,Rebel/Outlaw,3,3,2,1,1,yes,none,False,general_knowledge,Silent demon-slaying warrior,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
782330,yes,Doom Slayer,silent_fixed_protagonist,3,Hero/Warrior,Shadow/Antihero,Rebel/Outlaw,3,3,2,1,2,yes,none,False,general_knowledge,Mythic silent warrior against Hell,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
8930,no,,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,pure_strategy_or_systemic_role,False,general_knowledge,Civilization-scale strategy role,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
3164500,yes,Player dealer,player_avatar_weakly_defined,2,Rebel/Outlaw,Shadow/Antihero,Ruler/Leader,2,2,2,3,1,maybe,simulator_or_management,True,metadata_inference,Criminal business sandbox avatar,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
433850,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Battle royale multiplayer avatars,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
1599340,yes,Player adventurer,customizable_but_defined,2,Hero/Warrior,Explorer/Seeker,Magician/Transformer,2,2,0,3,2,maybe,multiplayer_only_or_no_story_focus,False,general_knowledge,MMO hero seeking the Ark,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
534380,yes,Aiden Caldwell,fixed_named_single,3,Hero/Warrior,Explorer/Seeker,Everyman/Orphan,3,3,1,1,2,yes,none,False,general_knowledge,Pilgrim survivor seeking sister,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
1238840,yes,War Stories soldiers,fixed_ensemble,2,Hero/Warrior,Everyman/Orphan,Shadow/Antihero,2,2,1,1,2,maybe,multiplayer_only_or_no_story_focus,False,general_knowledge,Anthology ensemble of soldiers,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
435150,yes,Godwoken,customizable_but_defined,3,Hero/Warrior,Magician/Transformer,Explorer/Seeker,3,3,1,3,3,yes,none,False,general_knowledge,Custom or origin Godwoken,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
268910,yes,Cuphead and Mugman,fixed_dual,3,Jester/Trickster,Hero/Warrior,Innocent,3,3,0,1,1,yes,none,False,general_knowledge,Mischievous brothers repay devil debt,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
3241660,no,,no_clear_protagonist,2,Not applicable,Not applicable,Not applicable,2,0,0,0,0,no,multiplayer_only_or_no_story_focus,True,uncertain,"Co-op extraction avatars, little narrative",steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
281990,no,,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,pure_strategy_or_systemic_role,False,general_knowledge,Empire-level grand strategy,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
646570,uncertain,Selectable climber,uncertain,1,Uncertain,Uncertain,Uncertain,1,1,1,2,1,maybe,unknown_game,True,general_knowledge,"Selectable roguelike heroes, sparse story",steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
240,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Competitive team shooter,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
2050650,yes,Leon S. Kennedy,fixed_named_single,3,Hero/Warrior,Caregiver/Guardian,Sage/Investigator,3,3,0,1,2,yes,none,False,general_knowledge,Agent rescuing Ashley,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
400,yes,Chell,silent_fixed_protagonist,3,Everyman/Orphan,Rebel/Outlaw,Sage/Investigator,3,3,0,2,2,yes,none,False,general_knowledge,Silent test subject escaping Aperture,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
518790,no,,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,simulator_or_management,False,general_knowledge,Hunting simulation role,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
1240440,yes,Master Chief,fixed_named_single,3,Hero/Warrior,Caregiver/Guardian,Shadow/Antihero,3,3,1,1,2,yes,none,False,general_knowledge,Iconic Spartan protector,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
270880,no,,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,simulator_or_management,False,general_knowledge,Truck driving simulator,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
901583,yes,Niko Bellic,fixed_named_single,3,Shadow/Antihero,Everyman/Orphan,Rebel/Outlaw,3,3,3,1,3,yes,none,False,general_knowledge,Immigrant criminal antihero,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
12210,yes,Niko Bellic,fixed_named_single,3,Shadow/Antihero,Everyman/Orphan,Rebel/Outlaw,3,3,3,1,3,yes,none,False,general_knowledge,Immigrant criminal antihero,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
552520,yes,Junior Deputy,customizable_but_defined,3,Hero/Warrior,Rebel/Outlaw,Caregiver/Guardian,2,2,1,3,2,yes,none,False,general_knowledge,Custom deputy resists cult,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
883710,yes,Leon and Claire,fixed_dual,3,Hero/Warrior,Caregiver/Guardian,Everyman/Orphan,3,3,0,1,2,yes,multiplayer_only_or_no_story_focus,False,general_knowledge,Dual survivors in Raccoon City,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
812140,yes,Kassandra or Alexios,customizable_but_defined,3,Explorer/Seeker,Hero/Warrior,Rebel/Outlaw,3,3,1,2,3,yes,none,False,general_knowledge,Mercenary seeker in Greek odyssey,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
1222670,no,,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,simulator_or_management,False,general_knowledge,Life simulation sandbox,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
1229490,yes,V1,nonhuman_fixed_protagonist,3,Shadow/Antihero,Rebel/Outlaw,Hero/Warrior,3,3,3,1,1,yes,none,False,general_knowledge,Blood-fueled machine in Hell,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
319630,yes,Max Caulfield,fixed_named_single,3,Innocent,Magician/Transformer,Lover,3,3,0,2,3,yes,none,False,general_knowledge,Teen photographer rewinds time,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
1222140,yes,"Kara, Connor, Markus",fixed_ensemble,3,Explorer/Seeker,Rebel/Outlaw,Caregiver/Guardian,3,3,1,1,3,yes,multiplayer_only_or_no_story_focus,False,general_knowledge,Android ensemble seeking identity,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
2694490,yes,Exile,customizable_but_defined,2,Everyman/Orphan,Hero/Warrior,Explorer/Seeker,2,2,1,3,2,maybe,none,True,metadata_inference,Custom ARPG exile hero,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
588650,yes,The Beheaded,nonhuman_fixed_protagonist,3,Shadow/Antihero,Explorer/Seeker,Rebel/Outlaw,2,3,3,1,2,yes,none,False,general_knowledge,Amnesiac head possessing corpses,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
48700,yes,Player adventurer,player_avatar_weakly_defined,2,Ruler/Leader,Explorer/Seeker,Hero/Warrior,2,2,1,3,2,maybe,none,False,general_knowledge,Sandbox warrior rising to lordship,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
1716740,yes,Constellation recruit,customizable_but_defined,3,Explorer/Seeker,Hero/Warrior,Sage/Investigator,3,3,0,3,3,yes,none,False,general_knowledge,Custom space explorer touched by artifact,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
211820,yes,Protectorate survivor,customizable_but_defined,2,Explorer/Seeker,Creator/Artist,Hero/Warrior,2,2,0,3,1,maybe,none,False,general_knowledge,Custom survivor explores and builds,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
2183900,yes,Demetrian Titus,fixed_named_single,3,Hero/Warrior,Caregiver/Guardian,Shadow/Antihero,3,3,1,1,2,yes,none,False,general_knowledge,Space Marine defending Imperium,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
813780,no,,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,pure_strategy_or_systemic_role,False,general_knowledge,Historical civilization strategy,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
379430,yes,Henry,fixed_named_single,3,Everyman/Orphan,Hero/Warrior,Explorer/Seeker,3,3,1,1,3,yes,none,False,general_knowledge,Blacksmith's son seeking revenge,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
1172380,yes,Cal Kestis,fixed_named_single,3,Hero/Warrior,Everyman/Orphan,Magician/Transformer,3,3,1,1,3,yes,none,False,general_knowledge,Hidden Jedi survivor rebuilds hope,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
1593500,yes,Kratos,fixed_named_single,3,Shadow/Antihero,Caregiver/Guardian,Hero/Warrior,3,3,3,1,3,yes,none,False,general_knowledge,Violent god learning fatherhood,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
1332010,yes,Stray cat,nonhuman_fixed_protagonist,3,Explorer/Seeker,Innocent,Caregiver/Guardian,3,3,0,1,2,yes,none,False,general_knowledge,Lost cat explores robot city,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
306130,yes,The Vestige,customizable_but_defined,3,Hero/Warrior,Explorer/Seeker,Magician/Transformer,2,2,1,3,2,maybe,multiplayer_only_or_no_story_focus,False,general_knowledge,Custom MMO soul-shriven hero,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
2379780,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,no_clear_protagonist,False,general_knowledge,Abstract poker roguelike,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
1782210,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Multiplayer party competition,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
1811260,no,,sports_or_racing_role,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,sports_or_racing,False,general_knowledge,Football sports role,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
244210,no,,sports_or_racing_role,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,sports_or_racing,False,general_knowledge,Racing simulation role,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
304390,no,,no_clear_protagonist,2,Not applicable,Not applicable,Not applicable,2,0,0,0,0,no,multiplayer_only_or_no_story_focus,True,general_knowledge,"Hero combat roster, no main protagonist",steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
262060,no,,strategy_or_systemic_role,2,Not applicable,Not applicable,Not applicable,2,0,0,0,0,no,pure_strategy_or_systemic_role,False,general_knowledge,Estate management over disposable party,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
397540,yes,Vault Hunters,fixed_ensemble,2,Rebel/Outlaw,Hero/Warrior,Jester/Trickster,2,2,1,2,2,maybe,multiplayer_only_or_no_story_focus,False,general_knowledge,Selectable outlaw shooter heroes,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
70,yes,Gordon Freeman,silent_fixed_protagonist,3,Sage/Investigator,Hero/Warrior,Everyman/Orphan,3,3,0,2,2,yes,none,False,general_knowledge,Silent scientist becomes survivor-hero,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
444200,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Multiplayer tank combat,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
552990,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Multiplayer warship combat,steam-v005-top1000-55-chunk-00003-ranks-101-150,top1000_55,gpt-5.5
601150,yes,"Nero, Dante, V",fixed_ensemble,3,Hero/Warrior,Shadow/Antihero,Rebel/Outlaw,3,3,2,1,3,yes,multiplayer_only_or_no_story_focus,False,general_knowledge,Stylized demon-hunting ensemble,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
2881650,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,2,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Co-op streamer avatars only,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
671860,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Large-scale multiplayer shooter,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
227940,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Multiplayer war roles,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
8870,yes,Booker DeWitt,fixed_named_single,3,Shadow/Antihero,Hero/Warrior,Caregiver/Guardian,3,3,3,1,3,yes,none,False,general_knowledge,Guilty rescuer in Columbia,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
524220,yes,"2B, 9S, A2",fixed_ensemble,3,Hero/Warrior,Explorer/Seeker,Shadow/Antihero,3,3,2,1,3,yes,multiplayer_only_or_no_story_focus,False,general_knowledge,Android ensemble seeking meaning,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
208650,yes,Batman,fixed_named_single,3,Hero/Warrior,Shadow/Antihero,Caregiver/Guardian,3,3,3,1,3,yes,none,False,general_knowledge,Dark guardian vigilante,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
3590,no,,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,0,0,0,1,0,no,pure_strategy_or_systemic_role,False,general_knowledge,Tower-defense household system,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
433340,yes,Beatrix LeBeau,fixed_named_single,3,Explorer/Seeker,Creator/Artist,Caregiver/Guardian,3,3,0,2,1,yes,none,False,general_knowledge,Hopeful frontier rancher,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
686810,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Multiplayer WWII combat roles,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
1057090,yes,Ori,nonhuman_fixed_protagonist,3,Innocent,Hero/Warrior,Explorer/Seeker,3,3,0,1,2,yes,none,False,general_knowledge,Pure spirit on heroic quest,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
391220,yes,Lara Croft,fixed_named_single,3,Explorer/Seeker,Hero/Warrior,Sage/Investigator,3,3,1,1,3,yes,none,False,general_knowledge,Driven archaeologist survivor,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
508440,no,,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,simulator_or_management,False,general_knowledge,Battle sandbox simulation,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
236850,no,,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,0,0,0,1,0,no,pure_strategy_or_systemic_role,False,general_knowledge,Nation-state grand strategy,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
552500,yes,Ubersreik Five,fixed_ensemble,3,Hero/Warrior,Caregiver/Guardian,Shadow/Antihero,2,2,1,1,2,yes,multiplayer_only_or_no_story_focus,False,general_knowledge,Hero ensemble against Chaos,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
1222680,no,,sports_or_racing_role,3,Not applicable,Not applicable,Not applicable,0,0,0,2,0,no,sports_or_racing,False,general_knowledge,Racing avatar role,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
244850,no,,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,0,0,0,2,0,no,simulator_or_management,False,general_knowledge,Sandbox engineering avatars,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
1092790,yes,Luke Carder,fixed_named_single,2,Sage/Investigator,Everyman/Orphan,Shadow/Antihero,2,3,2,2,3,yes,none,True,general_knowledge,Meta investigator framing,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
1868140,yes,Dave,fixed_named_single,3,Everyman/Orphan,Explorer/Seeker,Caregiver/Guardian,3,3,0,2,2,yes,none,False,general_knowledge,Ordinary diver and helper,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
570940,yes,Chosen Undead,customizable_but_defined,3,Everyman/Orphan,Hero/Warrior,Explorer/Seeker,2,3,2,3,2,yes,none,False,general_knowledge,Cursed undead seeker,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
361420,no,,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,0,0,0,2,0,no,simulator_or_management,False,general_knowledge,Sandbox astronaut exploration,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
457140,no,,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,simulator_or_management,False,general_knowledge,Colony management system,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
1677740,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,1,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Party royale competitors,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
362890,yes,Gordon Freeman,silent_fixed_protagonist,3,Hero/Warrior,Sage/Investigator,Everyman/Orphan,3,3,0,2,2,yes,none,False,general_knowledge,Silent scientist hero,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
220200,no,,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,simulator_or_management,False,general_knowledge,Space-program management,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
581320,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Tactical multiplayer shooter,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
1158310,no,,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,0,0,0,1,0,no,pure_strategy_or_systemic_role,False,general_knowledge,Dynasty grand strategy,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
232090,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Co-op class shooters,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
238320,yes,Miles Upshur,fixed_named_single,3,Sage/Investigator,Everyman/Orphan,Explorer/Seeker,3,3,1,2,2,yes,none,False,general_knowledge,Investigative journalist survivor,steam-v005-top1000-55-chunk-00004-ranks-151-200,top1000_55,gpt-5.5
