a,h,pn,pt,pc,p,s,t,ac,su,sh,pp,nc,inc,ex,mr,eb,note,custom_id,part_no
461280,y,Missileman Origins,fns,2,HER,REB,SHA,2,2,1,1,1,y,none,False,m,Missile-themed action hero,steam-v006-rest54mini-part_010-chunk-0003-ranks-46101-46150,10
461650,y,fns,sfx,2,SHA,HER,EVE,1,2,2,2,2,y,none,False,m,Crime noir shooter protagonist,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
464630,y,fns,fns,1,EXP,SAG,RUL,1,1,0,1,1,n,none,True,m,Title suggests royal intrigue only,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
467470,n,,spr,0,NA,NA,NA,0,0,0,0,0,n,spr,False,m,"Arcade shooter pack, no protagonist",steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
469900,u,,unc,0,UNC,UNC,UNC,0,0,0,0,0,n,unk,True,m,Insufficient reliable information,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
473480,y,fns,fns,1,EVE,EXP,INN,1,1,0,1,1,y,none,False,m,Mole character platformer,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
486300,u,,unc,0,UNC,UNC,UNC,0,0,0,0,0,n,unk,True,m,Unknown from title only,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
486430,y,fns,fns,1,EVE,EXP,HER,1,1,0,1,1,y,none,False,m,Likely small mascot platformer,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
490040,y,fns,fns,1,EXP,INN,HER,1,1,0,1,1,y,none,False,m,Child journey adventure,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
494160,u,,unc,0,UNC,UNC,UNC,0,0,0,0,0,n,unk,True,m,"Ambiguous title, many works",steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
494350,n,,spr,0,NA,NA,NA,0,0,0,0,0,n,spr,False,m,VR sports bowling,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
497570,n,,sim,0,NA,NA,NA,0,0,0,0,0,n,sim,False,m,Construction/management simulator,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
499330,y,fns,fns,1,RUL,SAG,EVE,1,1,0,1,1,y,none,False,m,Mayor leadership role,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
502480,n,,sim,0,NA,NA,NA,0,0,0,0,0,n,sim,False,m,"VR creative tool, not protagonist",steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
504240,y,fns,fns,1,JES,HER,REB,1,1,0,1,1,y,none,False,m,Cartoony monster-smash game,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
510830,y,fns,fns,1,HER,RUL,REB,1,1,1,1,1,y,none,False,m,Base defense action game,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
513050,u,,unc,0,UNC,UNC,UNC,0,0,0,0,0,n,unk,True,m,Maze title insufficient,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
514050,y,fns,fns,1,HER,RUL,REB,1,1,1,1,1,y,none,False,m,Lead and destroy action,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
516500,y,fns,fns,1,EXP,INN,EVE,1,1,0,1,1,y,none,False,m,Island adventure protagonist,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
517230,n,,sim,0,NA,NA,NA,0,0,0,0,0,n,sim,False,m,Maze/spinner toy-style game,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
520370,n,,spr,0,NA,NA,NA,0,0,0,0,0,n,spr,False,m,Competitive pigeon fighting,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
520930,n,,spr,0,NA,NA,NA,0,0,0,0,0,n,spr,False,m,VR Pong sports role,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
523180,n,,spr,0,NA,NA,NA,0,0,0,0,0,n,spr,False,m,Brand battle mini-game,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
523720,y,fns,fns,1,REB,JES,SHA,1,1,1,1,1,y,none,False,m,Ghostly mischief platformer,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
524650,n,,spr,0,NA,NA,NA,0,0,0,0,0,n,spr,False,m,Duels implies abstract combat,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
526780,y,fns,fns,1,EVE,JES,HER,1,1,0,1,1,y,none,False,m,Jumping mascot platformer,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
527330,u,,unc,0,UNC,UNC,UNC,0,0,0,0,0,n,unk,True,m,VR prologue unclear,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
527940,y,fns,fns,2,SAG,EXP,HER,2,2,0,1,2,y,none,False,m,Mystery investigation protagonist,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
530550,y,fns,fns,1,JES,EVE,CRE,1,1,0,1,1,y,none,False,m,Mascot platformer title,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
531480,n,,sim,0,NA,NA,NA,0,0,0,0,0,n,sim,False,m,Shape-puzzle system game,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
532090,y,fns,fns,1,EXP,MAG,HER,1,1,0,1,1,y,none,False,m,Fantasy quest sequel,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
532120,y,fns,fns,1,HER,RUL,SHA,1,1,0,1,1,y,none,False,m,Named sports character,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
535840,n,,sim,0,NA,NA,NA,0,0,0,0,0,n,sim,False,m,Marble-puzzle abstraction,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
537590,u,,unc,0,UNC,UNC,UNC,0,0,0,0,0,n,unk,True,m,Bridge title unclear,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
538560,u,,unc,0,UNC,UNC,UNC,0,0,0,0,0,n,unk,True,m,Doctor-help title ambiguous,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
540360,y,fns,fns,1,EXP,SAG,HER,1,1,0,1,1,y,none,False,m,Match-quest adventure,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
543710,y,fns,fns,1,SAG,MAG,EXP,1,1,0,1,1,y,none,False,m,Puzzle about cognition,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
546110,y,fns,fns,1,CRE,EXP,MAG,1,1,0,1,1,y,none,False,m,Art-puzzle VR experience,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
548470,y,fns,fns,1,HER,RUL,REB,1,1,1,1,1,y,none,False,m,Hero rise implied by title,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
551320,u,,unc,0,UNC,UNC,UNC,0,0,0,0,0,n,unk,True,m,Fantasy lord title uncertain,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
553050,y,fns,fns,1,LOV,EVE,HER,1,1,0,1,1,y,none,False,m,Romance-themed narrative,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
555340,y,fns,fns,1,REB,SAG,CRE,1,1,1,1,1,y,none,False,m,Cyberpunk arcade adventure,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
556000,y,fns,fns,1,HER,RUL,EXP,1,1,0,1,1,y,none,False,m,Crusader action adventure,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
557790,y,fns,fns,1,EXP,MAG,CRE,1,1,0,1,1,y,none,False,m,Maya-themed quest,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
557860,y,fns,fns,1,EXP,SAG,HER,1,1,0,1,1,y,none,False,m,Narrative adventure title,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
558440,y,fns,fns,1,EVE,INN,SHA,1,1,1,1,1,y,none,False,m,Christmas horror narrative,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
566320,y,fns,fns,1,EVE,EXP,HER,1,1,0,1,1,y,none,False,m,Octonaut children adventure,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
567480,y,fns,fns,1,MAG,HER,EXP,1,1,0,1,1,y,none,False,m,Sci-fi acronym title unclear,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
570810,y,fns,fns,2,JES,REB,SHA,2,2,2,1,2,y,none,False,m,Parodic rage quest,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
580950,y,fns,fns,1,MAG,HER,RUL,1,1,1,1,1,y,none,False,m,Arcane combat title,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
582050,y,fns,sfx,1,HER,REB,SHA,1,1,1,1,1,y,none,False,m,Gun-based VR shooter,steam-v006-rest54mini-part_010-chunk-0004-ranks-46151-46200,10
583750,n,Skyclimbers,sys,2,NA,NA,NA,1,1,0,0,2,n,sys,False,m,"Strategy/world control, no clear protagonist",steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
590250,n,The Frontier Outskirts VR,sim,1,NA,NA,NA,1,0,0,0,1,n,sim,False,m,"VR sim role, no protagonist",steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
590770,n,Vectonic,sys,1,NA,NA,NA,1,0,0,0,1,n,sys,False,m,"Abstract control game, no protagonist",steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
592400,n,Courtyard Broomball,spr,1,NA,NA,NA,1,0,0,0,1,n,spr,False,m,"Sports role, no narrative protagonist",steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
593100,u,There Is a Way,unc,1,UNC,UNC,UNC,1,0,0,0,2,m,unk,True,m,Insufficient reliable protagonist info,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
604920,y,Dark Blood Chronicles,fns,2,SHA,HER,EXP,2,2,2,1,2,y,none,False,m,Likely dark named hero in fantasy,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
608540,y,Blastercell,sfx,2,HER,EXP,SHA,2,1,1,2,1,y,none,False,m,Playable avatar in action game,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
612120,u,Darwin's bots: Episode 1,unc,1,UNC,UNC,UNC,1,0,0,0,1,m,unk,True,m,Episode title unclear on protagonist,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
613040,y,A Lost Room,sfx,2,EXP,SAG,EVE,2,1,0,2,2,y,none,False,m,Silent adventure protagonist,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
614700,y,Nightmare Grotto,sfx,2,EXP,SHA,HER,2,1,1,2,2,y,none,False,m,Likely silent explorer in horror,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
615080,y,Runaway Train,sfx,2,EXP,HER,REB,2,1,1,2,2,y,none,False,m,Player likely guides a runaway scenario,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
617270,y,Hoggy 2,nfx,3,EVE,EXP,INN,2,2,0,1,1,y,none,False,g,Nonhuman platformer protagonist,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
619140,n,Station 21 - Space Station Simulator,sim,1,NA,NA,NA,1,0,0,0,1,n,sim,False,m,"Management simulator, no protagonist",steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
620350,y,Dark Hope: A Puzzle Adventure,sfx,2,EXP,SAG,EVE,2,1,0,2,2,y,none,False,m,Silent puzzle-adventure role,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
623860,n,Handball Manager - TEAM,sim,1,NA,NA,NA,1,0,0,0,1,n,sim,False,m,"Manager sim, no clear protagonist",steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
624070,y,Dragon Wars,fns,2,HER,SHA,EXP,1,1,1,1,2,y,none,False,m,Fantasy combat protagonist likely,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
628090,n,NOBUNAGA'S AMBITION: Haouden with Power Up Kit,sys,2,RUL,SAG,HER,1,1,0,0,2,n,sys,False,g,Strategy faction/leader control,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
635520,y,Phantasmat: The Endless Night Collector's Edition,fns,2,EXP,SAG,EVE,2,1,0,2,2,y,none,False,m,Hidden-object adventure with heroine,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
648570,y,Hell Dimension VR,sfx,2,HER,SHA,MAG,2,1,1,2,2,y,none,False,m,"VR action role, likely fixed avatar",steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
655420,n,Simple RTS,sys,1,NA,NA,NA,1,0,0,0,1,n,sys,False,m,"RTS systemic control, no protagonist",steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
655630,n,Paddle Battle,spr,1,NA,NA,NA,1,0,0,0,1,n,spr,False,m,Arcade sport/competitive role,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
656330,n,Outpost L5,sim,1,NA,NA,NA,1,0,0,0,1,n,sim,False,m,Outpost management simulation,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
660270,y,Space Scumbags,fns,2,REB,SHA,JES,2,1,2,1,1,y,none,False,m,Outlaw crew likely central,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
660940,u,Law Mower,unc,1,UNC,UNC,UNC,1,0,0,0,1,m,unk,True,m,"Title ambiguous, protagonist unclear",steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
661030,y,Aliens&Asteroids,sfx,2,HER,EXP,REB,2,1,0,2,1,y,none,False,m,Arcade shooter avatar,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
661670,u,Renegade Grounds: Episode 1,unc,1,UNC,UNC,UNC,1,0,0,0,1,m,unk,True,m,Insufficient protagonist detail,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
665640,y,SpaceWorms,nfx,3,REB,HER,JES,2,2,0,1,1,y,none,False,g,Nonhuman worms as playable focus,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
668790,y,Chicken Wars,nfx,2,REB,HER,JES,2,2,0,1,1,y,none,False,m,Likely animal-led combat game,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
669730,u,Mind Trap,unc,1,UNC,UNC,UNC,1,0,0,0,1,m,unk,True,m,Too little reliable protagonist data,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
672690,u,The Nothing,unc,1,UNC,UNC,UNC,1,0,0,0,1,m,unk,True,m,Protagonist cannot be determined,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
673480,y,Timbertales,fns,2,EVE,HER,EXP,2,1,0,1,2,y,none,False,m,Likely story-led adventure,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
673830,y,VR STOCK CAR RACERS,spr,2,HER,REB,EXP,1,1,0,2,1,y,spr,False,g,"Racing role, no narrative protagonist",steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
678920,y,Symploke: Legend of Gustavo Bueno (Chapter 2),fns,2,SAG,EXP,HER,1,1,0,1,2,y,none,False,m,Named central character in narrative,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
680350,y,Hurl VR,sfx,2,HER,JES,REB,2,1,0,2,1,y,none,False,m,VR action avatar,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
681480,u,Ancient Worlds: Jaguar's Fate,unc,1,UNC,UNC,UNC,1,0,0,0,1,m,unk,True,m,Unclear if game has a protagonist,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
681630,y,Voxel Interceptor,sfx,2,HER,RUL,EXP,2,1,0,2,1,y,none,False,m,Fixed ship/avatar action role,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
683080,n,A Mazeing Tower Defense,sys,1,NA,NA,NA,1,0,0,0,1,n,sys,False,m,"Tower defense system, no protagonist",steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
683440,y,BootyBuns & 21,fdu,2,LOV,JES,REB,1,1,0,1,1,y,none,False,m,Likely dual-character focus,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
684930,u,Fantasy ERA,unc,1,UNC,UNC,UNC,1,0,0,0,1,m,unk,True,m,Too generic to classify confidently,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
686030,y,Digital Domain’s Monkey King,fns,3,REB,HER,MAG,3,3,0,1,2,y,none,False,g,Monkey King is named fixed protagonist,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
689000,y,Vulture,nfx,2,SHA,REB,EXP,2,1,1,1,1,y,none,False,m,Likely nonhuman central character,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
689160,y,Eruption,sys,1,MAG,HER,SHA,1,0,0,0,1,n,sys,False,m,Likely system-level volcanic control,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
690850,y,Magibot,sfx,2,CRE,HER,MAG,2,1,0,2,1,y,none,False,m,Fixed playable bot/avatar,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
693030,u,Neo Angle,unc,1,UNC,UNC,UNC,1,0,0,0,1,m,unk,True,m,Insufficient title evidence,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
693450,n,Clad in Iron: Gulf of Mexico 1864,sys,2,RUL,HER,SHA,1,1,0,0,2,n,sys,False,m,"Naval command strategy, no protagonist",steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
701740,u,Modest Kind,unc,1,UNC,UNC,UNC,1,0,0,0,1,m,unk,True,m,Protagonist unclear from title,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
705830,u,万视VR,unc,1,UNC,UNC,UNC,1,0,0,0,1,m,unk,True,m,Insufficient English metadata,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
707230,y,Prison Chainball Massacre,sfx,2,REB,SHA,JES,2,1,1,2,1,y,none,False,m,Likely chaotic playable character,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
716900,y,El Ministerio del Tiempo VR: Salva el tiempo,sfx,2,HER,EXP,SAG,2,2,0,2,2,y,none,False,g,"VR story role, fixed avatar",steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
718020,n,GRAL,sys,1,NA,NA,NA,1,0,0,0,1,n,sys,False,m,"Strategy system, no protagonist",steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,10
719210,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Unknown game, no reliable protagonist data",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
719470,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,Insufficient information for protagonist classification,steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
722290,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,Title only; no protagonist details available,steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
727800,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,VR tank game unclear protagonist role,steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
728950,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,No clear protagonist information from title,steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
729980,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Likely casual management, protagonist unclear",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
730120,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,Mining game; player role unspecified,steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
731500,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,Brawler title without protagonist details,steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
733180,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,Space shooter; no named protagonist,steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
743000,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,VR title; protagonist role unclear,steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
744460,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,Hero-themed title but no specifics,steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
745650,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,Puzzle title; protagonist not evident,steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
748310,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Trio implies group, but unclear",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
748330,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,Arcade shooter; no clear protagonist,steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
754830,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Hidden-object puzzle, avatar unclear",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
760120,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,Toy-themed title with no protagonist data,steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
761190,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Abstract puzzle, no protagonist",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
763200,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,No usable protagonist information,steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
764280,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,Episode title; protagonist unknown,steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
764470,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Path/gear title, no protagonist",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
767200,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Creator/puzzle title, protagonist unclear",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
769590,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Uncle Billy suggests character focus, unclear",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
771470,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Stage fright title, protagonist uncertain",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
775270,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Monster title, no clear protagonist",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
776280,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,Legacy title lacks protagonist detail,steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
777660,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Strategy-sounding title, no clear protagonist",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
778110,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,VR blade title; protagonist unclear,steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
781920,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Haunted house title, no protagonist info",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
783220,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,Block puzzle; no protagonist,steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
783260,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Crush title, role unclear",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
785690,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Vehicle warfare title, unclear protagonist",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
787200,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Space shooter, protagonist not named",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
787640,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Character creator preview, not protagonist",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
787690,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Math learning title, protagonist unclear",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
789670,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Cabin horror, no usable protagonist info",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
793510,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Confinement title, protagonist unclear",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
795490,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Satirical title, no clear protagonist",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
799080,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,sim,True,m,"Resort management, player role unclear",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
800700,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Hastur horror title, protagonist unclear",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
803360,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Hide body implies roleplay, unclear",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
804120,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Abstract philosophical title, no protagonist",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
807850,u,,unc,1,UNC,NA,NA,1,0,0,0,1,m,unk,True,m,"Bridge builder, player role unclear",steam-v006-rest54mini-part_010-chunk-0006-ranks-46251-46300,10
